CATEGORY,CND CODE,LEVEL,BOTTOM LEVEL YES/NO,CATEGORY DESCRIPTION ITALIAN,CND CODE DESCRIPTION ITALIAN,CATEGORY DESCRIPTION,CND CODE DESCRIPTION
W,W0105040399,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,REAGENTI PER RICERCA HSV - ALTRI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,HSV REAGENTS - OTHER
W,W01050404,5,NO,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,EPSTEIN BARR VIRUS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,EPSTEIN BARR VIRUS
W,W0105040401,6,NO,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"EPSTEIN BARR VIRUS (EBV), ANTICORPI",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,EBV ANTIBODIES
W,W010504040101,7,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"EPSTEIN BARR VIRUS (EBV), ANTICORPI TOTALI",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,EBV ANTIBODIES - TOTAL
W,W010504040102,7,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"EPSTEIN BARR VIRUS (EBV), ANTICORPI IGG TOTALI",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,EBV IGG - TOTAL
W,W010504040103,7,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"EPSTEIN BARR VIRUS (EBV), ANTICORPI IGM TOTALI",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,EBV IGM - TOTAL
W,W010504040104,7,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"EPSTEIN BARR VIRUS (EBV), ANTICORPI IGM-VCA",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,EBV VCA IGM
W,W010504040105,7,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"EPSTEIN BARR VIRUS (EBV), ANTICORPI IGG-VCA",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,EBV VCA IGG
W,W010504040106,7,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"EPSTEIN BARR VIRUS (EBV), ANTICORPI IGG-EBNA",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,EBV EBNA IGG
W,W010504040107,7,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"EPSTEIN BARR VIRUS (EBV), ANTICORPI IGM-EA",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,EBV EA IGM
W,W010504040108,7,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"EPSTEIN BARR VIRUS (EBV), ANTICORPI IGG-EA",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,EBV EA IGG
W,W010504040199,7,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"EPSTEIN BARR VIRUS (EBV), ANTICORPI - ALTRI",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,EBV ANTIBODIES - OTHER
W,W0105040403,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"EPSTEIN BARR VIRUS (EBV), RICERCA CON REAGENTI NAS",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,EBV - NA REAGENTS
W,W0105040499,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,REAGENTI PER RICERCA EBV - ALTRI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,EBV REAGENTS - OTHER
W,W01050405,5,NO,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,ALTRI TEST DI VIROLOGIA - REAGENTI NAS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,OTHER VIROLOGY - NA REAGENTS
W,W0105040501,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,ADENOVIRUS - REAGENTI NAS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,ADENOVIRUS - NA REAGENTS
W,W0105040502,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,ENTEROVIRUS - REAGENTI NAS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,ENTEROVIRUS - NA REAGENTS
W,W0105040504,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,INFLUENZA & PARAINFLUENZA - REAGENTI NAS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,INFLUENZA & PARA INFLUENZA - NA REAGENTS
W,W0105040505,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,VIRUS RESPIRATORIO SINCIZIALE (RSV) - REAGENTI NAS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,RESPIRATORY SYNCYTIAL VIRUS (RSV) - NA REAGENTS
W,W0105040506,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,ROTAVIRUS - REAGENTI NAS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,ROTAVIRUS - NA REAGENTS
W,W0105040509,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,PARVOVIRUS B 19 - REAGENTI NAS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,PARVOVIRUS B 19 - NA REAGENTS
W,W0105040511,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,VIRUS DENGUE - REAGENTI NAS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,DENGUE VIRUS - NA REAGENTS
W,W0105040512,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,FSME VIRUS - REAGENTI NA,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,FSME VIRUS - NA REAGENTS
W,W0105040513,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,VIRUS LCM - REAGENTI NAS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,LCM VIRUS - NA REAGENTS
W,W0105040514,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,HANTAVIRUS / BUNYAVIRUS - REAGENTI NAS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,HANTAVIRUS / BUNYAVIRUS - NA REAGENTS
W,W0105040515,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,INFLUENZA AVIARIA - REAGENTI NAS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,AVIAN INFLUENZA - NA REAGENTS
W,W0105040516,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,NOROVIRUS - REAGENTI NAS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,NOROVIRUS - NA REAGENTS
W,W0105040517,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,METAPNEUMOVIRUS UMANO - REAGENTI NAS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,HUMAN METAPNEUMOVIRUS - NA REAGENTS
W,W0105040518,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,BOCAVIRUS - REAGENTI NAS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,BOCAVIRUS - NA REAGENTS
W,W0105040519,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,CORONAVIRUS - REAGENTI NAS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,CORONAVIRUS - NA REAGENTS
W,W0105040520,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,RHINOVIRUS - REAGENTI NAS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,RHINOVIRUS - NA REAGENTS
W,W0105040521,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,PARAECHOVIRUS - REAGENTI NAS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,PARECHOVIRUS - NA REAGENTS
W,W0105040522,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,BK VIRUS - REAGENTI NAS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,BK VIRUS - NA REAGENTS
W,W0105040523,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,JC VIRUS - REAGENTI NAS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,JC VIRUS - NA REAGENTS
W,W0105040524,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"HHV 6,7,8 - REAGENTI NAS",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,"HHV-6,7,8 - NA REAGENTS"
W,W0105040525,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,CHIKUNGUNYA VIRUS - REAGENTI NAS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,CHIKUNGUNYA VIRUS - NA REAGENTS
W,W0105040526,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,WEST NILE VIRUS - REAGENTI NAS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,WEST NILE VIRUS - NA REAGENT
W,W0105040528,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,EBOLA (FILOVIRUS) - REAGENTI NAS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,EBOLA (FILOVIRUS) - NA REAGENTS
W,W0105040529,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,FEBBRE CONGO-CRIMEA - REAGENTI NAS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,CRIMEAN–CONGO HEMORRHAGIC FEVER (CCHF) - NA REAGENTS
W,W0105040530,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,ASTROVIRUS REAGENTI NAS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,ASTROVIRUS - NA REAGENTS
W,W0105040531,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,ZIKA VIRUS REAGENTI NAS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,ZIKA VIRUS - NA REAGENTS
W,W0105040599,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,TEST DI VIROLOGIA - REAGENTI NAS - ALTRI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,VIROLOGY - NA REAGENTS - OTHER
W,W01050406,5,NO,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,ULTERIORI RICERCHE DI ANTIGENI/ANTICORPI PER VIROLOGIA,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,OTHER VIROLOGY ANTIGEN/ANTIBODY DETECTION
W,W0105040601,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"ADENOVIRUS, ANTIGENI E/O ANTICORPI",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,ADENOVIRUS
W,W0105040602,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"ENTEROVIRUS, ANTIGENI E/O ANTICORPI",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,ENTEROVIRUS
W,W0105040604,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"INFLUENZA & PARAINFLUENZA, ANTIGENI E/O ANTICORPI",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,INFLUENZA & PARA INFLUENZA
W,W0105040605,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"VIRUS RESPIRATORIO SINCIZIALE (RSV), ANTIGENI E/O ANTICORPI",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,RESPIRATORY SYNCYTIAL VIRUS (RSV)
W,W0105040606,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"ROTAVIRUS, ANTIGENI E/O ANTICORPI",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,ROTAVIRUS
W,W0105040609,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"PARVOVIRUS B19, ANTIGENI E/O ANTICORPI",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,PARVOVIRUS B 19
W,W0105040611,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"VIRUS DENGUE, ANTIGENI E/O ANTICORPI",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,DENGUE VIRUS
W,W0105040612,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"VIRUS FSME, ANTIGENI E/O ANTICORPI",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,FSME VIRUS
W,W0105040613,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"VIRUS LCM, ANTIGENI E/O ANTICORPI",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,LCM VIRUS
W,W0105040614,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"HANTAVIRUS / BUNYAVIRUS, ANTIGENI E/O ANTICORPI",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,HANTAVIRUS / BUNYAVIRUS
W,W0105040615,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,INFLUENZA AVIARIA,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,AVIAN INFLUENZA
W,W0105040616,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,NOROVIRUS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,NOROVIRUS
W,W0105040617,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,METAPNEUMOVIRUS UMANO,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,HUMAN METAPNEUMOVIRUS
W,W0105040618,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,BOCAVIRUS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,BOCAVIRUS
W,W0105040619,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,CORONAVIRUS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,CORONAVIRUS
W,W0105040620,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,RHINOVIRUS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,RHINOVIRUS
W,W0105040621,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,PARAECHOVIRUS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,PARECHOVIRUS
W,W0105040622,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,BK VIRUS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,BK VIRUS
W,W0105040623,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,JC VIRUS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,JC VIRUS
W,W0105040624,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"HHV 6,7,8",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,"HHV-6,7,8"
W,W0105040625,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,CHIKUNGUNYA VIRUS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,CHIKUNGUNYA VIRUS
W,W0105040626,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,WEST NILE VIRUS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,WEST NILE VIRUS
W,W0105040627,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,EBOLA (FILOVIRUS),IN VITRO DIAGNOSTIC MEDICAL DEVICES ,EBOLA (FILOVIRUS)
W,W0105040628,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,FEBBRE EMORRAGICA CONGO CRIMEA (CCHF),IN VITRO DIAGNOSTIC MEDICAL DEVICES ,CRIMEAN–CONGO HEMORRHAGIC FEVER (CCHF)
W,W0105040629,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,ASTROVIRUS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,ASTROVIRUS
W,W0105040630,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,ZIKA VIRUS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,ZIKA VIRUS
W,W0105040699,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,RICERCA DI ANTIGENI/ANTICORPI PER VIROLOGIA - ALTRI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,VIRAL ANTIGEN/ANTIBODY DETECTION - OTHER
W,W01050407,5,NO,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,MORBILLO,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,MEASLES VIRUS
W,W0105040701,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"MORBILLO, ANTICORPI TOTALI",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,MEASLES VIRUS ANTIBODIES - TOTAL
W,W0105040702,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"MORBILLO, ANTICORPI IGG",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,MEASLES VIRUS IGG
W,W0105040703,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"MORBILLO, ANTICORPI IGM",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,MEASLES VIRUS IGM
W,W0105040704,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"MORBILLO, REAGENTI NAS",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,MEASLES - NA REAGENTS
W,W0105040799,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,REAGENTI PER RICERCA MORBILLO - ALTRI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,MEASLES VIRUS REAGENTS - OTHER
W,W01050408,5,NO,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,PAROTITE EPIDEMICA,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,MUMPS / PAROTITIS VIRUS
W,W0105040801,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"PAROTITE EPIDEMICA, ANTICORPI TOTALI",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,MUMPS / PAROTITIS VIRUS ANTIBODIES - TOTAL
W,W0105040802,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"PAROTITE EPIDEMICA, ANTICORPI IGG",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,MUMPS / PAROTITIS VIRUS IGG
W,W0105040803,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"PAROTITE EPIDEMICA, ANTICORPI IGM",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,MUMPS / PAROTITIS VIRUS IGM
W,W0105040804,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"PAROTITE EPIDEMICA, REAGENTI NAS",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,MUMPS / PAROTITIS - NA REAGENTS
W,W0105040899,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,REAGENTI PER RICERCA PAROTITE EPIDEMICA - ALTRI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,MUMPS / PAROTITIS VIRUS REAGENTS - OTHER
W,W01050409,5,NO,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,VARICELLA ZOSTER,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,VARICELLA ZOSTER VIRUS
W,W0105040901,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"VARICELLA ZOSTER, ANTICORPI TOTALI",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,VARICELLA ZOSTER VIRUS ANTIBODIES - TOTAL
W,W0105040902,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"VARICELLA ZOSTER, ANTICORPI IGG",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,VARICELLA ZOSTER VIRUS IGG
W,W0105040903,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"VARICELLA ZOSTER, ANTICORPI IGM",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,VARICELLA ZOSTER VIRUS IGM
W,W0105040904,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"VARICELLA ZOSTER, REAGENTI NAS",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,VARICELLA ZOSTER  - NA REAGENTS
W,W0105040999,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,REAGENTI PER RICERCA VARICELLA ZOSTER - ALTRI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,VARICELLA ZOSTER VIRUS REAGENTS - OTHER
W,W01050410,5,NO,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,VIRUS DEL PAPILLOMA UMANO ,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,HUMAN PAPILLOMA VIRUS
W,W0105041001,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,ANTIGENI/ANTICORPI HPV,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,HPV ANTIGEN / ANTIBODIES 
W,W0105041002,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,SCREENING ALTO RISCHIO HPV - REAGENTI NAS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,SCREENING HIGH-RISK HPV - NA REAGENTS
W,W0105041003,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,GENOTIPIZZAZIONE PARZIALE- ALTO RISCHIO HPV- REAGENTI NAS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,PARTIAL GENOTYPING HIGH-RISK HPV - NA REAGENTS
W,W0105041004,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,GENOTIPIZZAZIONE TOTALE- BASSO RISCHIO HPV- REAGENTI NAS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,FULL GENOTYPING HIGH-RISK + LOW-RISK HPV - NA REAGENTS
W,W0105041005,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"REAGENTI NAS, HPV - ALTRI ",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,OTHER HPV - NA REAGENTS
W,W0105041099,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,REAGENT HPV - ALTRI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,HPV REAGENTS - OTHER
W,W01050499,5,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,REAGENTI PER TEST DI VIROLOGIA - ALTRI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,VIROLOGY REAGENTS - OTHER
W,W010505,4,NO,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,PARASSITOLOGIA (IMMUNOINFETTIVOLOGIA/NAT),IN VITRO DIAGNOSTIC MEDICAL DEVICES ,PARASITOLOGY (INFECT. IMMUNOLOGY/NAT)
W,W01050501,5,NO,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,TOXOPLASMA,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,TOXOPLASMA
W,W0105050101,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"TOXOPLASMA, ANTICORPI TOTALI",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,TOXOPLASMA ANTIBODY (TOTAL)
W,W0105050102,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"TOXOPLASMA, ANTICORPI IGG",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,TOXOPLASMA ANTIBODY IGG
W,W0105050103,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"TOXOPLASMA, ANTICORPI IGM",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,TOXOPLASMA ANTIBODY IGM
W,W0105050104,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"TOXOPLASMA, ANTICORPI IGG - TEST DI AVIDITA'",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,TOXOPLASMA ANTIBODY IGG - AVIDITY
W,W0105050105,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,TOXOPLASMA - REAGENTI NAS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,TOXOPLASMA - NA REAGENTS
W,W0105050199,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"TOXOPLASMA, REAGENTI - ALTRI",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,TOXOPLASMA REAGENTS - OTHER
W,W01050502,5,NO,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,VARIE PER PARASSITOLOGIA ,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,MISCELLANEOUS PARASITOLOGY 
W,W0105050201,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"ENTAMOEBA HISTOLYTICA, ANTICORPI",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,ENTAMOEBA HISTOLYTICA
W,W0105050202,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"CHAGAS, ANTICORPI",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,CHAGAS
W,W0105050203,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"DISTOMATOSI, ANTICORPI",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,DISTOMATOSIS
W,W0105050204,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"ECHINOCOCCUS, ANTICORPI",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,ECHINOCOCCUS
W,W0105050205,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"LEISHMANIA, ANTICORPI",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,LEISHMANIA
W,W0105050206,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"SCHISTOSOMA, ANTICORPI",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,SCHISTOSOMA
W,W0105050207,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"CRYPTOSPORIDIUM, ANTICORPI",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,CRYPTOSPORIDIUM
W,W0105050208,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"GIARDIA LAMBLIA, ANTICORPI",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,GIARDIA LAMBLIA
W,W0105050209,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"PLASMODIUM MALARIAE, ANTICORPI",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,PLASMODIUM (MALARIA)
W,W0105050210,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"TRICHOMONAS, ANTICORPI",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,TRICHOMONAS
W,W0105050211,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,TRICHOMONAS - REAGENTI NAS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,TRICHOMONAS - NA REAGENTS
W,W0105050299,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,TEST DI PARASSITOLOGIA - ALTRI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,PARASITOLOGY - OTHER
W,W010506,4,NO,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,MICOLOGIA (IMMUNOINFETTIVOLOGIA/NAT),IN VITRO DIAGNOSTIC MEDICAL DEVICES ,MYCOLOGY (INFECT. IMMUNOLOGY/NAT)
W,W01050603,5,NO,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,TEST IMMUNOLOGICI PER MICOLOGIA,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,MYCOLOGY IMMUNOASSAYS
